,genCQ,expertCQ,cos_score
4106,What kinds of empirical evidence are most valued in RE research?,How has the use of power analysis and effect size estimation evolved over time?,0.3038
4107,What is the prevalence of qualitative versus quantitative methods in RE studies?,Do the authors exlain WHEN their apporach is better than others in a selected context with specific characteristics?,0.3037
4108,What are the common weaknesses identified in empirical RE studies?,How has the use of standards to describe the theories incorporated evolved over time?,0.3037
4109,Which journals are most active in publishing empirical RE research?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.3036
4110,What role do experience reports play in empirical RE studies?,"""For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?""",0.3036
4111,How rigorous is the research reported in different RE core areas?,How has the reporting of the tasks evolved over time?,0.3035
4112,What are the criteria for evaluating empirical RE studies?,How often are standards used to describe the theories incorporated?,0.3034
4113,How does the geographic distribution of RE research look over different eras?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.3034
4114,How are empirical RE studies assessing the quality of requirements?,Have the authors done a systematic review of related work?,0.3034
4115,What are the criteria for evaluating empirical RE studies?,Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?,0.3034
4116,How are empirical RE studies addressing scalability issues?,How has the incorporation of theories in studies evolved over time?,0.3033
4117,How effective are different RE elicitation techniques based on empirical studies?,Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?,0.3033
4118,How are empirical studies in RE adopted by industry?,"""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",0.3033
4119,What are the most common research questions investigated in empirical RE?,How has the proportion of each of the three levels of sophistication for theories from SE and RE evolved over time?,0.3032
4120,What research gaps exist regarding RE validation and verification?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.3032
4121,Which domains have seen significant empirical RE studies?,What types of threats to validity do the authors report?,0.3032
4122,How effective are different RE elicitation techniques based on empirical studies?,"""For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?""",0.3032
4123,How does the geographic distribution of RE research look over different eras?,Which methods are used to synthesize evidence from data of different empirical methods?,0.3031
4124,What are the emerging areas of interest in empirical RE research?,How has the use of language (academic vs. plain) in scientific publications evolved over time?,0.3031
4125,Which era of RE research has seen the most progress in terms of new advances?,How often are standards used to describe the theories incorporated?,0.3031
4126,How are empirical RE studies assessing the quality of requirements?,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",0.3031
4127,How does the geographic distribution of RE research look over different eras?,How has the use of standards to describe the theories incorporated evolved over time?,0.3031
4128,What role do experience reports play in empirical RE studies?,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,0.3030
4129,What types of RE interventions are most commonly researched?,How often are standards used to describe the theories incorporated?,0.3029
4130,What kind of participants are frequently involved in primary RE studies?,Do the authors refer to a reference (website or systematic review) that systematizes and characterizes the theory incorporated?,0.3028
4131,In which context have empirical studies of RE been carried out over the history of RE research?,How has the reporting of the setting evolved over time?,0.3028
4132,Which journals are most active in publishing empirical RE research?,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,0.3028
4133,What types of interventions have been proposed or investigated in RE research?,How has the reporting of threats to validity evolved over time?,0.3028
4134,How has the focus on specific RE topics changed over the decades?,"""For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?""",0.3028
4135,How do empirical RE studies approach requirements prioritization?,How has the reporting of the objects of study / treatments evolved over time?,0.3028
4136,How effective is the empirical validation of RE frameworks?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.3027
4137,"How are the research method, type, intervention, and domains related to RE core areas?","""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",0.3026
4138,How do empirical RE studies handle conflicting requirements?,"""Do the authors use standards to describe the theories incorporated (used, tested, modified, formulated)?""",0.3026
4139,Which RE techniques are most validated by empirical studies?,How has the use of language (academic vs. plain) in scientific publications evolved over time?,0.3026
4140,How do empirical studies in RE contribute to standardization efforts?,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",0.3025
4141,How has the interest in different RE core areas evolved over time?,How has the use of language (academic vs. plain) in scientific publications evolved over time?,0.3025
4142,Which data collection method is frequently used in primary RE studies?,"""Do the authors use standards to describe the theories incorporated (used, tested, modified, formulated)?""",0.3023
4143,Which domains have seen significant empirical RE studies?,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,0.3023
4144,What are the ethical considerations in conducting empirical RE research?,How has the incorporation of theories in studies evolved over time?,0.3023
4145,What types of interventions have been proposed or investigated in RE research?,How has the reporting of the tasks evolved over time?,0.3023
4146,How significant is the role of case studies in empirical RE research?,How often are those who conduct the studies also the authors of the papers?,0.3022
4147,How do empirical RE studies handle conflicting requirements?,"""On which levels of sophistication are the theories from SE and RE? (level 1, level 2, or level 3 defined in Sjøberg et al. [1])""",0.3022
4148,What methods do empirical RE studies use to validate their findings?,Do the authors exlain WHEN their apporach is better than others in a selected context with specific characteristics?,0.3022
4149,How does empirical RE research impact RE education and training?,"""On which levels of sophistication are the theories from SE and RE? (level 1, level 2, or level 3 defined in Sjøberg et al. [1])""",0.3022
4150,How do empirical RE studies approach requirements prioritization?,"""Do the authors use standards to describe the theories incorporated (used, tested, modified, formulated)?""",0.3021
4151,Which research method is frequently used in primary RE studies?,"""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",0.3021
4152,How do empirical RE studies address non-functional requirements?,Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?,0.3020
4153,How do empirical RE studies approach requirements prioritization?,"""On which levels of sophistication are the theories from SE and RE? (level 1, level 2, or level 3 defined in Sjøberg et al. [1])""",0.3020
4154,What are the common weaknesses identified in empirical RE studies?,How has the use of language (academic vs. plain) in scientific publications evolved over time?,0.3020
4155,What kind of participants are frequently involved in primary RE studies?,How often are which empirical methods used?,0.3019
4156,How do empirical RE studies align with RE best practices?,How has the reporting of the tasks evolved over time?,0.3019
4157,What kinds of empirical evidence are most valued in RE research?,How has the reporting of the context evolved over time?,0.3018
4158,How comprehensive is the current body of empirical RE literature?,Do the authors use other channels to publish their results for making them available to industrial users?,0.3018
4159,What is the strength of empirical evidence in requirement engineering literature?,Have the authors done a systematic review of related work?,0.3017
4160,What are the common data analysis techniques used in empirical RE?,How has the use of language (academic vs. plain) in scientific publications evolved over time?,0.3017
4161,How significant is the role of workshops and conferences in empirical RE dissemination?,Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?,0.3015
4162,What kinds of empirical evidence are most valued in RE research?,Do the authors use a well defined taxonomy for their research design?,0.3014
4163,How significant is the role of case studies in empirical RE research?,How has the reporting of the subjects evolved over time?,0.3014
4164,What kinds of software systems are most frequently studied in empirical RE?,Do the authors use multiple digital libraries including publications from SE and RE and related disciplines for (systematic literature) reviews?,0.3013
4165,What are the criteria for selecting participants in empirical RE studies?,How has the use of statistical methods evolved over time?,0.3013
4166,How effective is the empirical validation of RE frameworks?,How has the proportion of papers that do not have an empirical study evolved over time?,0.3012
4167,What is the frequency of different research types in primary RE studies?,What types of threats to validity do the authors report?,0.3011
4168,Which research institutes are leading in empirical RE research?,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,0.3009
4169,How do empirical studies in RE contribute to RE process improvement?,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,0.3008
4170,What types of RE interventions are most commonly researched?,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,0.3007
4171,What kind of participants are frequently involved in primary RE studies?,Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?,0.3007
4172,How effective are different RE elicitation techniques based on empirical studies?,Do authors report that assumptions and limitations of statistical methods are met before using them?,0.3007
4173,What are the criteria for selecting participants in empirical RE studies?,Have the authors done a systematic review of related work?,0.3007
4174,How do empirical RE studies impact the field’s theoretical foundations?,How has the use of power analysis and effect size estimation evolved over time?,0.3006
4175,What kind of participants are frequently involved in primary RE studies?,How many different empirical methods are used per publication?,0.3005
4176,How do empirical studies in RE contribute to RE process improvement?,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",0.3005
4177,How effective are different RE elicitation techniques based on empirical studies?,How many publications are analyzed in (systematic literature) reviews?,0.3005
4178,How accessible are empirical RE study results to practitioners?,How has the reporting of the context evolved over time?,0.3005
4179,What are the common data analysis techniques used in empirical RE?,How has the reporting of the subjects evolved over time?,0.3005
4180,What types of interventions have been proposed or investigated in RE research?,Do the authors use multiple digital libraries including publications from SE and RE and related disciplines for (systematic literature) reviews?,0.3004
4181,What is the impact of empirical RE research on global software development?,Have the authors done a systematic review of related work?,0.3004
4182,How significant is the role of workshops and conferences in empirical RE dissemination?,"""How has the proportion of theories from other disciplines, from other disciplines with adaptions for the SE (RE), and from SE (RE) itself evolved over time?""",0.3004
4183,During which era did these countries show maximum progress in RE?,How has the reporting of the tasks evolved over time?,0.3004
4184,How significant is the role of workshops and conferences in empirical RE dissemination?,How many publications are analyzed in (systematic literature) reviews?,0.3003
4185,Which era of RE research has seen the most progress in terms of new advances?,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",0.3003
4186,Which RE processes are most frequently studied empirically?,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,0.3002
4187,How are empirical RE studies assessing the quality of requirements?,Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?,0.3002
4188,What interventions in RE have shown the most empirical support?,Do authors report that assumptions and limitations of statistical methods are met before using them?,0.3002
4189,During which era did these countries show maximum progress in RE?,How has the definition of the population evolved over time?,0.3002
4190,How do empirical RE studies approach requirements prioritization?,How has the reporting of the tasks evolved over time?,0.3001
4191,How rigorous is the research reported in different RE core areas?,Do the authors exlain WHEN their apporach is better than others in a selected context with specific characteristics?,0.3001
4192,How do empirical RE studies measure the effectiveness of RE techniques?,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,0.2999
4193,How effective are different RE elicitation techniques based on empirical studies?,How has the reporting of the objects of study / treatments evolved over time?,0.2999
4194,How are empirical RE studies addressing scalability issues?,Have the authors done a systematic review of related work?,0.2998
4195,Which research method is frequently used in primary RE studies?,How has the use of power analysis and effect size estimation evolved over time?,0.2998
4196,What kinds of software systems are most frequently studied in empirical RE?,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,0.2997
4197,How do empirical RE studies incorporate stakeholder feedback?,Do the authors use a well defined taxonomy for their research design?,0.2997
4198,How do empirical RE studies impact the field’s theoretical foundations?,Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?,0.2996
4199,What gaps exist in the current body of empirical RE research?,How has the use of power analysis and effect size estimation evolved over time?,0.2996
4200,How are data collection methods evolving in empirical RE studies?,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",0.2995
4201,Which RE processes are most frequently studied empirically?,How has the proportion of replications evolved over time?,0.2995
4202,How do empirical RE studies align with RE best practices?,Do the authors use a well defined taxonomy for their research design?,0.2995
4203,What types of RE interventions are most commonly researched?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.2994
4204,How comprehensive is the current body of empirical RE literature?,Do the authors exlain WHEN their apporach is better than others in a selected context with specific characteristics?,0.2994
4205,How significant is the role of workshops and conferences in empirical RE dissemination?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.2993
4206,Which data collection method is frequently used in primary RE studies?,How has the reporting of the tasks evolved over time?,0.2993
4207,What are the common data analysis techniques used in empirical RE?,"""For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?""",0.2992
4208,What interventions in RE have shown the most empirical support?,How has the the reporting of the population evolved over time?,0.2992
4209,Which country is most frequently involved in RE research?,Have the authors done a systematic review of related work?,0.2992
4210,How has empirical research in various RE knowledge areas evolved over the years?,How has the definition of the population evolved over time?,0.2991
4211,What types of tools are used in empirical RE studies?,Do the authors use other channels to publish their results for making them available to industrial users?,0.2990
4212,What role do experience reports play in empirical RE studies?,How do the authors justify preventing bias in the study results?,0.2990
4213,How are empirical RE studies addressing scalability issues?,How often are standards used to describe the theories incorporated?,0.2990
4214,How are empirical RE studies assessing the quality of requirements?,What is the proportion of each of the three levels of sophistication for theories from SE and RE?,0.2989
4215,How do empirical RE studies incorporate stakeholder feedback?,"""Do the authors use standards to describe the theories incorporated (used, tested, modified, formulated)?""",0.2989
4216,What kinds of software systems are most frequently studied in empirical RE?,How has the number of theories from SE and RE evolved over time?,0.2989
4217,What are the criteria for evaluating empirical RE studies?,How has the use of standards to describe the theories incorporated evolved over time?,0.2987
4218,Which RE processes are most frequently studied empirically?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.2987
4219,What research gaps exist regarding RE validation and verification?,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",0.2987
4220,How do empirical studies in RE contribute to standardization efforts?,How has the use of triangulation for research design evolved over time?,0.2987
4221,What are the common data analysis techniques used in empirical RE?,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,0.2987
4222,How significant is the role of workshops and conferences in empirical RE dissemination?,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,0.2987
4223,How are empirical RE studies addressing scalability issues?,"""Do the authors use standards to describe the theories incorporated (used, tested, modified, formulated)?""",0.2986
4224,What are the criteria for selecting participants in empirical RE studies?,How has the incorporation of theories in studies evolved over time?,0.2986
4225,What are the future research directions in empirical RE?,How has the reporting of the setting evolved over time?,0.2986
4226,What methods do empirical RE studies use to validate their findings?,How has the reporting of the context evolved over time?,0.2986
4227,Which data collection method is frequently used in primary RE studies?,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,0.2986
4228,How do empirical studies in RE contribute to standardization efforts?,"""For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?""",0.2984
4229,What kind of participants are frequently involved in primary RE studies?,What is the proportion of each of the three levels of sophistication for theories from SE and RE?,0.2984
4230,What is the role of academia versus industry in empirical RE research?,"""For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?""",0.2984
4231,What are the emerging areas of interest in empirical RE research?,How has the the reporting of the population evolved over time?,0.2983
4232,How has the focus on specific RE topics changed over the decades?,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",0.2983
4233,How do empirical RE studies handle conflicting requirements?,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,0.2983
4234,Which RE processes are most frequently studied empirically?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.2982
4235,What are the common data analysis techniques used in empirical RE?,How has the reporting of the tasks evolved over time?,0.2982
4236,How do empirical RE studies measure the effectiveness of RE techniques?,How has the reporting of the context evolved over time?,0.2981
4237,What kind of participants are frequently involved in primary RE studies?,How has the number of empirical methods used per publication evolved over time?,0.2981
4238,How do empirical RE studies measure the effectiveness of RE techniques?,How has the incorporation of theories in studies evolved over time?,0.2981
4239,How do empirical studies in RE contribute to standardization efforts?,How many publications are analyzed in (systematic literature) reviews?,0.2979
4240,How are empirical studies shaping RE methodologies?,Do the authors use other channels to publish their results for making them available to industrial users?,0.2979
4241,What trends are observable in the publication channels for RE research?,How has the use of standards to describe the theories incorporated evolved over time?,0.2975
4242,How do empirical RE studies align with RE best practices?,How has the reporting of the context evolved over time?,0.2975
4243,Which research institutes are leading in empirical RE research?, How do the authors justify the lack of a proper study?,0.2975
4244,What are the implications of empirical RE research on RE tools development?,Do the authors use other channels to publish their results for making them available to industrial users?,0.2974
4245,How do empirical RE studies address non-functional requirements?,What types of threats to validity do the authors report?,0.2974
4246,How are empirical RE studies addressing scalability issues?,Do the authors refer to a reference (website or systematic review) that systematizes and characterizes the theory incorporated?,0.2973
4247,What interventions in RE have shown the most empirical support?,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,0.2973
4248,What types of RE interventions are most commonly researched?,Do authors report that assumptions and limitations of statistical methods are met before using them?,0.2971
4249,How do empirical studies in RE contribute to standardization efforts?,How has the reporting of the context evolved over time?,0.2971
4250,"How are the research method, type, intervention, and domains related to RE core areas?",Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?,0.2971
4251,How has the focus on specific RE topics changed over the decades?,Do the authors use a well defined taxonomy for their research design?,0.2970
4252,Which country is most frequently involved in RE research?,How has the reporting of the tasks evolved over time?,0.2970
4253,How are data collection methods evolving in empirical RE studies?,How has the proportion of each of the three levels of sophistication for theories from SE and RE evolved over time?,0.2970
4254,How are empirical RE studies addressing scalability issues?,How has the proportion of replications evolved over time?,0.2970
4255,How significant is the role of workshops and conferences in empirical RE dissemination?,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",0.2969
4256,What are the common weaknesses identified in empirical RE studies?,Do the authors use multiple digital libraries including publications from SE and RE and related disciplines for (systematic literature) reviews?,0.2968
4257,Which RE processes are most frequently studied empirically?,How has the incorporation of theories in studies evolved over time?,0.2967
4258,What is the impact of empirical RE research on global software development?,Do the authors use a well defined taxonomy for their research design?,0.2967
4259,What research gaps exist regarding RE validation and verification?,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,0.2965
4260,How effective are different RE elicitation techniques based on empirical studies?,Do the authors report the selected context of their study with specific characteristics?,0.2965
4261,What are the most common research questions investigated in empirical RE?,Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?,0.2965
4262,How accessible are empirical RE study results to practitioners?,How has the use of language (academic vs. plain) in scientific publications evolved over time?,0.2965
4263,How frequently are surveys used in empirical RE research?, How do the authors justify the lack of a proper study?,0.2965
4264,What types of interventions have been proposed or investigated in RE research?,Do authors report that assumptions and limitations of statistical methods are met before using them?,0.2964
4265,How effective are different RE elicitation techniques based on empirical studies?,How has the number of theories from SE and RE evolved over time?,0.2962
4266,What kind of participants are frequently involved in primary RE studies?,What types of threats to validity do the authors report?,0.2962
4267,Which era of RE research has seen the most progress in terms of new advances?,Do the authors refer to a reference (website or systematic review) that systematizes and characterizes the theory incorporated?,0.2961
4268,What are the common themes emerging from empirical research in RE?,How has the use of power analysis and effect size estimation evolved over time?,0.2959
4269,What methods do empirical RE studies use to validate their findings?,Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?,0.2958
4270,How significant is the role of case studies in empirical RE research?,How has the reporting of the context evolved over time?,0.2958
4271,How frequent are the different types of empirical research methods used in RE?,How has the reporting of the context evolved over time?,0.2958
4272,How do empirical RE studies incorporate stakeholder feedback?,How has the reporting of the setting evolved over time?,0.2957
4273,How frequent are the different types of empirical research methods used in RE?,Do the authors use other channels to publish their results for making them available to industrial users?,0.2957
4274,How do empirical RE studies address non-functional requirements?,How do the authors justify preventing bias in the study results?,0.2956
4275,How does the geographic distribution of RE research look over different eras?,How has the definition of the population evolved over time?,0.2955
4276,How does the geographic distribution of RE research look over different eras?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.2953
4277,What methods do empirical RE studies use to validate their findings?,How has the use of power analysis and effect size estimation evolved over time?,0.2953
4278,What empirical methods are used to study RE processes?,Do the authors use multiple digital libraries including publications from SE and RE and related disciplines for (systematic literature) reviews?,0.2953
4279,What is the strength of empirical evidence in requirement engineering literature?,What is the proportion of each of the three levels of sophistication for theories from SE and RE?,0.2953
4280,What research gaps exist regarding RE validation and verification?,How often are which empirical methods used over time?,0.2952
4281,What are the most common research questions investigated in empirical RE?,How has the use of power analysis and effect size estimation evolved over time?,0.2952
4282,How frequent are longitudinal studies in empirical RE research?,How often are standards used to describe the theories incorporated?,0.2952
4283,Which country is most frequently involved in RE research?,How has the reporting of the context evolved over time?,0.2951
4284,How significant is the role of workshops and conferences in empirical RE dissemination?,How has the use of triangulation for research design evolved over time?,0.2951
4285,What gaps exist in the current body of empirical RE research?,How has the proportion of replications evolved over time?,0.2950
4286,What types of tools are used in empirical RE studies?,How has the reporting of the context evolved over time?,0.2950
4287,What role do experience reports play in empirical RE studies?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.2948
4288,How are empirical studies shaping RE methodologies?,What types of threats to validity do the authors report?,0.2948
4289,Which journals are most active in publishing empirical RE research?,Do the authors report the selected context of their study with specific characteristics?,0.2948
4290,Which RE processes are most frequently studied empirically?,How has the reporting of research questions and answers evolved over time?,0.2948
4291,What are the future research directions in empirical RE?,Do authors report that assumptions and limitations of statistical methods are met before using them?,0.2948
4292,How effective are different RE elicitation techniques based on empirical studies?,What is the proportion of each of the three levels of sophistication for theories from SE and RE?,0.2946
4293,How do empirical RE studies approach requirements prioritization?,How many studies incorporate theories?,0.2946
4294,What types of RE interventions are most commonly researched?,How do the authors justify preventing bias in the study results?,0.2946
4295,How effective is the empirical validation of RE frameworks?,What types of threats to validity do the authors report?,0.2945
4296,How do empirical RE studies address non-functional requirements?,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,0.2945
4297,In which context have empirical studies of RE been carried out over the history of RE research?,How has the reporting of threats to validity evolved over time?,0.2944
4298,How has the focus on specific RE topics changed over the decades?,How often are standards used to describe the theories incorporated?,0.2943
4299,How do empirical RE studies impact the field’s theoretical foundations?,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,0.2943
4300,What methods do empirical RE studies use to validate their findings?,How has the use of standards to describe the theories incorporated evolved over time?,0.2942
4301,How do empirical RE studies approach requirements prioritization?,Do the authors refer to a reference (website or systematic review) that systematizes and characterizes the theory incorporated?,0.2942
4302,How does empirical RE research impact RE education and training?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.2942
4303,What types of interventions have been proposed or investigated in RE research?,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",0.2941
4304,What future opportunities exist for empirical research in RE?,Do the authors refer to a reference (website or systematic review) that systematizes and characterizes the theory incorporated?,0.2938
4305,Which RE processes are most frequently studied empirically?,How often are standards used to describe the theories incorporated?,0.2938
4306,What are the common weaknesses identified in empirical RE studies?,How has the reporting of the setting evolved over time?,0.2935
4307,What gaps exist in the current body of empirical RE research?,How has the the reporting of the population evolved over time?,0.2935
4308,What are the common weaknesses identified in empirical RE studies?,How has the reporting of the context evolved over time?,0.2934
4309,What role do experience reports play in empirical RE studies?,"""How has the proportion of theories from other disciplines, from other disciplines with adaptions for the SE (RE), and from SE (RE) itself evolved over time?""",0.2934
4310,What are the criteria for evaluating empirical RE studies?,How has the reporting of the tasks evolved over time?,0.2934
4311,What are the different contexts in which empirical RE research is applied?,How has the reporting of the tasks evolved over time?,0.2933
4312,What kinds of software systems are most frequently studied in empirical RE?,Do the authors refer to a reference (website or systematic review) that systematizes and characterizes the theory incorporated?,0.2933
4313,How frequent are longitudinal studies in empirical RE research?,How has the proportion of each of the three levels of sophistication for theories from SE and RE evolved over time?,0.2932
4314,How effective are different RE elicitation techniques based on empirical studies?,Have the authors done a systematic review of related work?,0.2932
4315,How has the focus on specific RE topics changed over the decades?,Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?,0.2931
4316,What kinds of software systems are most frequently studied in empirical RE?,How has the use of standards to describe the theories incorporated evolved over time?,0.2930
4317,Which research institutes are leading in empirical RE research?,What is the proportion of each of the three levels of sophistication for theories from SE and RE?,0.2930
4318,How frequently are surveys used in empirical RE research?,How has the incorporation of theories in studies evolved over time?,0.2930
4319,What empirical methods are used to study RE processes?,Do the authors refer to a reference (website or systematic review) that systematizes and characterizes the theory incorporated?,0.2929
4320,How are empirical RE studies addressing scalability issues?,"""On which levels of sophistication are the theories from SE and RE? (level 1, level 2, or level 3 defined in Sjøberg et al. [1])""",0.2929
4321,How do empirical RE studies measure the effectiveness of RE techniques?,How often are those who conduct the studies also the authors of the papers?,0.2929
4322,What is the impact of empirical RE research on global software development?,Do the authors report the selected context of their study with specific characteristics?,0.2929
4323,What research gaps exist regarding RE validation and verification?,How has the reporting of research questions and answers evolved over time?,0.2929
4324,What kinds of software systems are most frequently studied in empirical RE?,"""How has the proportion of theories from other disciplines, from other disciplines with adaptions for the SE (RE), and from SE (RE) itself evolved over time?""",0.2929
4325,What are the different contexts in which empirical RE research is applied?,Do authors report that assumptions and limitations of statistical methods are met before using them?,0.2928
4326,What is the frequency of different research types in primary RE studies?,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,0.2928
4327,How frequent are the different types of empirical research methods used in RE?,Do the authors exlain WHEN their apporach is better than others in a selected context with specific characteristics?,0.2928
4328,How does the geographic distribution of RE research look over different eras?, How do the authors justify the lack of a proper study?,0.2927
4329,How do empirical RE studies impact the field’s theoretical foundations?,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",0.2926
4330,What are the ethical considerations in conducting empirical RE research?,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",0.2925
4331,How do empirical RE studies handle conflicting requirements?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.2925
4332,How do empirical studies in RE contribute to RE process improvement?,What is the proportion of each of the three levels of sophistication for theories from SE and RE?,0.2925
4333,What kinds of software systems are most frequently studied in empirical RE?,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",0.2924
4334,What are the emerging areas of interest in empirical RE research?,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,0.2924
4335,How significant is the role of case studies in empirical RE research?,Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?,0.2924
4336,What percentage of RE studies are empirical versus non-empirical?,How has the proportion of each of the three levels of sophistication for theories from SE and RE evolved over time?,0.2923
4337,What are the most common research questions investigated in empirical RE?,What types of threats to validity do the authors report?,0.2923
4338,What is the strength of empirical evidence in requirement engineering literature?,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,0.2923
4339,How does the geographic distribution of RE research look over different eras?,How do the authors justify preventing bias in the study results?,0.2922
4340,What are the implications of empirical RE research on RE tools development?,"""For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?""",0.2921
4341,What future opportunities exist for empirical research in RE?,How has the the reporting of the population evolved over time?,0.2921
4342,What is the frequency of different research types in primary RE studies?,How has the use of standards to describe the theories incorporated evolved over time?,0.2921
4343,What types of RE interventions are most commonly researched?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.2920
4344,How effective is the empirical validation of RE frameworks?,Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?,0.2920
4345,How do empirical RE studies incorporate stakeholder feedback?,How many studies incorporate theories?,0.2920
4346,How do empirical RE studies approach requirements prioritization?,How has the use of standards to describe the theories incorporated evolved over time?,0.2919
4347,How do empirical RE studies approach requirements prioritization?,"""How has the proportion of theories from other disciplines, from other disciplines with adaptions for the SE (RE), and from SE (RE) itself evolved over time?""",0.2919
4348,How do empirical RE studies approach requirements prioritization?,What is the proportion of each of the three levels of sophistication for theories from SE and RE?,0.2919
4349,How frequently are surveys used in empirical RE research?,How has the proportion of replications evolved over time?,0.2918
4350,How has the focus on specific RE topics changed over the decades?,Do the authors use multiple digital libraries including publications from SE and RE and related disciplines for (systematic literature) reviews?,0.2917
4351,What research gaps exist regarding RE validation and verification?,What is the proportion of each of the three levels of sophistication for theories from SE and RE?,0.2917
4352,What trends are observable in the publication channels for RE research?,"""Do the authors use standards to describe the theories incorporated (used, tested, modified, formulated)?""",0.2917
4353,How does empirical RE research impact RE education and training?,How has the incorporation of theories in studies evolved over time?,0.2917
4354,Which journals are most active in publishing empirical RE research?,"""For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?""",0.2917
